,name,email,gender,hired_ago,last_advance_ago,birth_ago,salary,position,has_ps,arrival_mean,arrival_stdv,depart_mean,depart_stdv,license_plate_cnt,work_area,reservation_ratio,giveup_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
87,Zachary Jordan,james23@example.com,False,2375.8197420709407,1075.0887837654718,19565.259716482447,671822.0344013459,2,False,7.27300335622879,1.2486348784843615,14.816864826790415,2.206086535971979,1,1,0.5547299551243227,1.1921948358314038,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,V,V,V,W,W,W,W,H,W,H,H,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,V,V,W,H,W,W,W,V,V,V,V,W,W,W,W,H,W,H,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W
88,Nancy Clark,myersdenise@example.com,True,1968.2318686353974,1194.139292501417,15162.029072122199,621843.3850971874,3,False,5.818038760293873,1.0611635500484555,14.60994436477713,1.7530112568155365,1,3,0.8710008673758998,0.9195460131082184,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,H,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,V,V,V,V,W,W,W,H,W,W,W,W,W,W,V,V,V,V,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,H,V,V,W,W,W,H,V,H,W,V,W,W,V,V,V,V,V,W,W,W,H,W,W,H,W,W,W,H,H,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,W,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W
89,Breanna Bush,rachelwatts@example.com,True,3256.2695372429193,975.5081954093927,16401.523992186703,486421.356584514,3,False,8.14277576691127,0.6938785154413518,16.470418305776004,2.6213410282227088,3,3,0.7651558997453248,1.2599260936486878,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,V,V,V,W,W,V,V,V,H,W,W,W,H,W,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,V,V,V,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,V,V,V,W,W,W,W,W,V,V,V,V,W,W,V,V,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
90,Kelsey Rowland,kdavis@example.org,True,1551.7932697350004,1482.2055699197037,15160.44208533979,568502.213747262,3,False,8.022385574780229,0.9844459256924301,17.41819994632718,2.185796684617108,3,3,1.1193177102104497,0.9808330447734365,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,V,W,W,W,W,H,W,W,W,W,W,W,H,W,V,W,W,V,V,V,V,H,W,W,W,W,H,H,W,W,W,W,W,V,V,V,W,W,V,V,V,V,W,W,W,W,W,H,W,V,W,W,W,W,H,V,V,W,W,V,V,V,V,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,H,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,V,V,V,V,V,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
91,Lisa Castaneda,wadedalton@example.com,True,2925.612774182455,1133.084495095449,15504.582720264125,667994.3823442733,2,False,7.088434963705044,1.3328417936904455,16.222704051019285,2.053405132922648,3,1,0.7464966069098969,1.08676842991474,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,V,H,W,W,W,W,H,V,V,V,W,W,W,H,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,H,V,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,W,H,W,H,W,W,W,H,H,V,V,V,W,W,V,V,V,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,H,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,H,H,H,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W
92,Mr. James Taylor,rachel66@example.org,True,3196.9916402201065,1099.5183159105243,13188.916614969541,865308.9425082608,2,False,7.775342879470912,1.4756343892054953,16.737160214882472,1.7954816560303006,3,3,0.8206184221100985,0.783260587306942,W,W,W,W,V,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,H,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,H,H,W,V,W,W,V,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,V,V,V,V,W,W,V,W,V,V,V,W,W,V,V,V,V,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W
93,Joshua Reed,eric93@example.net,False,2086.5762475658735,1220.9876095946454,14916.823997799782,582992.296665061,3,True,7.784887370197643,0.7054587861865552,16.92187592005353,2.0340149411847777,3,1,0.8846625828724981,1.0397961134885703,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,H,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,V,W,W,W,V,V,V,V,W,W,V,V,H,W,W,W,W,W,H,H,W,W,W,W,V,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,H,W,H,W,W,W,H,V,V,V,W,W,V,V,V,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W
94,Kyle Bailey,garciapatrick@example.org,True,2569.728647873054,1399.8138130748453,12116.930129251692,586636.8009373136,2,False,8.298287691615238,1.1991055147436867,15.720720165636711,1.8442708502283962,3,3,0.8690258299020719,1.0204762100597848,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,H,H,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,V,V,V,W,W,V,V,V,V,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,H,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,V,W,W,W,V,V,V,V,W,W,V,V,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,H,H,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,V,V,V,W,W,V,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W
95,Shawn Navarro,elizabethhanson@example.net,False,1994.975476153032,952.7851825251685,12148.580647686991,658417.240782108,3,False,8.270892338358175,0.8560446087195602,15.313611631427388,2.021398675218488,2,2,0.7394911803143854,1.1819515819600175,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,W,W,V,W,W,V,H,W,W,W,W,W,W,H,W,W,H,W,W,V,V,V,V,H,W,W,W,H,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,W,H,W,W,V,W,W,V,V,V,V,W,W,W,W,H,V,V,W,W,W,W,V,V,W,H,W,W,W,H,V,V,V,W,W,V,H,W,V,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W
96,Michelle Vazquez,paul81@example.org,False,2682.702978071619,947.361206017024,14921.770046035073,595753.4734698235,3,False,8.291011397652474,0.8541238833532465,14.211057105550148,2.04010073264221,3,1,0.7988574465524226,1.1912610253035814,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,H,W,W,W,H,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,V,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,H,H,V,V,W,W,V,W,H,W,H,W,W,W,W,V,V,V,W,W,V,V,V,V,W,W,W,H,W,H,H,W,W,W,W,W,H,W,W,W,W,V,V,V,V,V,W,W,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,H,W
97,Blake Martinez,nnelson@example.net,False,2017.865012755235,1024.086674064861,16995.39079154556,824471.2237457524,3,False,9.685488061939209,1.0969462883155359,16.652193434365635,2.036129527104434,3,3,0.692246098666473,0.618719609373372,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,W,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,V,V,V,V,W,W,V,V,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,W,W,W,H,W,W,V,V,V,V,V,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,H,W,W,W,W,W,W,H,W,W,H,W,H,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W
98,Louis Hoover,joseph83@example.org,False,1577.0293408503276,1083.3428045556714,18338.398122897306,550445.8007220516,2,False,9.508898129034261,1.079803688284349,15.882443361772806,1.6647392976669577,3,1,0.8364004268607398,1.0821043002607282,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,H,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,V,V,W,W,W,H,W,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,W,W,W,W,H,V,V,V,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,H,W,W,W,H,W,V,V,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W
99,Nichole Lambert,brandilyons@example.org,False,2088.571203140559,719.6560617758494,16450.006040468303,599063.797237019,3,True,6.11711557185633,1.0122056666215697,15.797733504049264,2.2363184749012555,3,1,0.8196137007714303,0.8831042939660841,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,H,W,V,V,V,W,W,V,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,V,W,W,V,V,H,H,H,W,W,W,H,H,W,H,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,V,V,W,W,V,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W
100,Autumn Webb,travisgreen@example.com,True,2354.1758874694005,1063.2831086243182,13348.840969220648,728034.2794893585,3,False,7.9853740373517095,1.066002533798179,15.617797127812903,1.8619028663837078,1,1,0.8214627134039661,0.8646608139590766,W,W,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,V,W,W,V,V,V,V,V,W,W,V,H,W,H,W,W,W,W,H,H,V,V,W,W,V,V,V,V,V,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,V,V,V,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,V,V,W,W,V,V,V,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,H,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,H,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,H,W,W,W,H,W,H,W,W
101,Kimberly Smith,vbrown@example.com,False,2197.326463881655,1148.8076420440173,17881.69946513228,842712.3221889021,3,False,6.969897431602261,1.2633955977588165,14.181354724968646,2.1112708301753575,3,2,0.9493425029936547,0.9229774007491106,W,W,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,V,W,W,V,V,V,V,V,W,W,V,W,H,W,H,W,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,H,W,V,V,V,W,W,V,V,V,V,V,W,W,V,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,V,V,W,W,V,V,H,W,W,W,W,W,W,H,W,H,W,W,W,W,V,V,V,W,W,W,W,H,V,V,W,W,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,H,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
